geolocation_city,avg,avg
sapiranga,-29.636759616878255,-50.998158981099515
três ranchos,-18.367681332036156,-47.7791450455889
carrancas,-21.489134819324796,-44.64257757939084
antônio carlos,-24.769809480342488,-46.548802244147154
querencia,-12.570278743784364,-52.24324105529711
lajinha,-20.100984307214173,-41.57505407398476
cedro,-6.931371659314862,-39.113296283709815
dom pedro de alcantara,-29.369173988749385,-49.85161008649023
sao nicolau,-28.184920394451055,-55.259899360847896
sao jose do barreiro,-22.650469795686966,-44.57769619610124
águia branca,-18.98629330367583,-40.74848179683844
itamarati,-6.438327189154448,-68.24550293268693
cristalia,-16.71896350745391,-42.86487176747119
teotônio vilela,-9.909289004918241,-36.35550195382563
sao valentim do sul,-29.050861813772638,-51.7663444361296
ouro verde,-22.50154052648817,-51.819348680299704
guaranta,-21.89444788376758,-49.588902620483886
catigua,-21.052751575607072,-49.059923726924474
erico cardoso,-13.42299216873514,-42.12908931383731
bandeira,-15.885797701961176,-40.5622830184042
boa uniao,-4.5962448091645465,-42.85451673739823
conceicao do rio verde,-21.881476225745505,-45.086925064532664
araçás,-12.211149119713475,-38.20252789329346
guarantã do norte,-9.951724107483345,-54.90729380069176
sao bentinho,-6.8916419149687185,-37.72562274040459
murucupi,-1.5653710555303104,-48.7618909887063
jardim do serido,-6.588196585920702,-36.774529606049846
sabaudia,-23.321145700743575,-51.55633598299279
rancho alegre d'oeste,-24.305159623232356,-52.957120564914305
sao miguel do anta,-20.72027430385,-42.71564436122057
colinas do sul,-14.152288777671899,-48.07454166273169
caicó,-6.461877382762302,-37.09289379168818
caarapo,-22.63271605814222,-54.82406587892791
guaratinga,-16.583956840301944,-39.781496934200064
iretama,-24.40993758440824,-52.10075796373304
conduru,-20.68770402723946,-41.20195222593812
banzaê,-10.582962046751394,-38.611497214186194
ubaitaba,-14.311605507801541,-39.31843790091815
goioere,-24.185989785447127,-53.02543705156086
muriae,-21.130908661434763,-42.371277616616744
januaria,-15.483930481129441,-44.38154065012729
riachao do jacuipe,-11.807473963083146,-39.38351840101692
ourolandia,-10.911926705425769,-41.134852548911965
muribeca,-10.41594508973515,-36.9581625
bentopolis,-22.92991951439633,-51.71445908234631
são jorge do patrocínio,-23.768884612476505,-53.885479962263034
astolfo dutra,-21.31403073813389,-42.864233964033346
maraa,-1.859763134224364,-65.59120620125165
sao francisco,-15.68075145554617,-44.58922259511997
caém,-11.111341292896855,-40.39944830856469
sao joao do tigre,-8.082587165509773,-36.85144034488872
rio bom,-23.76272623958082,-51.41337622534864
dores de guanhaes,-19.055828347165043,-42.92728354676275
bom jardim do sul,-25.029845816815577,-50.80340415548995
lago norte,-15.734338651267755,-47.859490821777804
betânia,-8.271097708879145,-38.03676049981466
ribeirao de sao domingos,-10.792109392119098,-37.56503473599343
cantagalo,-22.542667630436803,-44.65362983974078
são romão,-16.366540730187925,-45.0710948896506
santana do piaui,-6.945525527148962,-41.50814632796712
pérola,-23.804498304693677,-53.68458451895503
fortaleza de minas,-20.856179529512882,-46.720159062383786
serra dos dourados,-23.619535425600905,-53.38212068195976
marmelopolis,-22.448891926892543,-45.16308834103643
brasilandia do sul,-24.19706425454043,-53.52794252242622
santa luzia do parua,-2.5454530811292506,-45.775577074332766
horizontina,-27.62727798944528,-54.31036031755507
campo maior,-4.830288661012604,-42.16987422607916
bagé,-31.324769791202073,-54.10331640651478
brasília,-15.809959206893575,-47.95832383584577
adelandia,-16.416262953362153,-50.167602152545605
são luís do curu,-3.6708586912350354,-39.239119360774204
santa rita do ibitipoca,-21.56274431201322,-43.91601943031522
pedro de toledo,-24.279033957085808,-47.235761825825534
fragosos,-26.16160940826757,-49.3838175280032
socorro,-22.596373040143575,-46.50720671996105
dracena,-21.486393359708106,-51.53374414399384
vitória da conquista,-14.859588638779849,-40.84163537092348
palmeira das missões,-27.898887874584215,-53.30866923650554
várzea,-6.771206144843613,-36.99256647888038
são josé da mata,17.25564855994209,-22.816699017412333
conselheiro lafaiete,-20.65807672905483,-43.78017241246157
santo antonio do taua,-1.1440082273477665,-48.12682912604055
sebastianopolis do sul,-20.65802624400579,-49.921830493330354
capitão,-29.271369968485896,-51.987859392004
paqueta,-7.103122178505773,-41.70312718066321
vila muriqui,-22.92128856759664,-43.91849776495917
santa rosa de lima,-26.795663847292104,-48.27734416696327
lavras novas,-20.470616071871014,-43.51664245787023
sao cristovao,-10.958099912408358,-37.14813097478674
sao miguel da boa vista,-26.69201324029935,-53.254287655667774
merces de agua limpa,-21.08333002163582,-44.241997462490495
japaratuba,-10.591401022142428,-36.942736918486986
itamaraju,-17.036945722043964,-39.53454174478864
pratapolis,-20.744158898423276,-46.86149782342487
itatiba,-23.010064480685884,-46.83699389579261
guará,-19.992809049736465,-47.839887968988414
porto real do colegio,-10.149370786356402,-36.78455846105261
lindoeste,-25.267636611456673,-53.57285653285031
olinda,-7.990892083321365,-34.85730636045929
areia branca,-5.380486794521763,-37.14143838203797
são lourenço do sul,-31.36102856580017,-51.98269263631234
santa efigenia,-20.089807854662567,-43.859558513056385
itanhangá,-12.223216216767451,-56.66168959385053
esperança,-7.021129294233138,-35.85847830095682
tenente ananias,-6.464288727567204,-38.180077647454766
carlópolis,-23.42771424830438,-49.71916631568738
boa esperanca,-20.676047679946194,-45.004108901411186
luiz pires de minas,-16.498652362928713,-44.26094480793312
feijo,-8.165906856896674,-70.3551474195389
mozarlandia,-14.751434627870813,-50.56917106106579
são miguel do gostoso,-5.146114915783064,-35.69022671054224
esperantina,-4.240072181832846,-43.724986580200785
são josé,-27.581756804734656,-48.63008349400497
santana do paraopeba,-12.979554377269244,-44.05291999749476
jose da penha,-6.3185086743392835,-38.28511087181389
nova fatima,-20.477225017292934,-47.82877954224918
tremedal,-14.975691739869433,-41.41194784062725
curaçá,-8.967212396445536,-39.87704492993879
sao pedro da serra,-29.43935373343453,-51.74973232529223
presidente medici,-8.728864515190315,-57.43829536149979
santana do manhuacu,-20.09598299561108,-41.92158327251802
sério,-29.38686714080848,-52.26798168056482
cavalcante,-13.794652877169758,-47.45838362864479
mariópolis,-26.355409372210783,-52.55586204285357
moeda,-20.331595538995607,-44.05135830727897
jaguariaiva,-24.25752979621969,-49.716236694348076
chapada,-28.061001781776678,-53.06614906485781
guapo,-16.836678401588433,-49.53615150774488
tres passos,-27.45484787531057,-53.93337183684628
sao pedro do piaui,-5.920528549918201,-42.72001878902807
riacho frio,-10.128281337411506,-44.95238096715388
pacujá,-3.978998621588084,-40.69630786464207
castelo,-20.605356378108798,-41.20519636049412
delfim moreira,-22.506465902168447,-45.277047850198706
iguatama,-20.17220886856275,-45.71208159060175
sitio novo do tocantins,-5.607352810437594,-47.64917313667066
itaúba,-11.010976428199806,-55.23832939325368
douradoquara,-18.434938606427124,-47.60812036388392
foz do jordão,-25.73453396401062,-52.117188576318746
serranópolis,-18.306012525265885,-51.95767262095797
carvalhos,-22.001572028993724,-44.46190009559517
couto de magalhaes de minas,-18.071558652125432,-43.473563837570424
igarai,-21.40844564626968,-46.810745863426995
jardim,-19.454566855675278,-53.68777643402358
pontal do araguaia,-15.900995496943448,-52.257248170836846
paranaíta,-9.700963579029413,-56.626671443841005
pojuca,-12.425449890980154,-38.32736451308022
guaranesia,-21.301534834449264,-46.793261036670124
pimenteiras do oeste,-13.481025429908787,-61.04647305259084
triunfo,-22.69873343822213,-47.281711205294975
agudo,-29.643273595312955,-53.2459255611156
erebango,-27.85525362750013,-52.30090590669333
abadia de goias,-16.76706286540188,-49.438089420466014
afogados da ingazeira,-7.759829833939789,-37.56020507437151
sousa,-6.764037884185219,-38.2304883358396
palhoça,-27.657822201688695,-48.66783302797478
ilicinea,-20.94085229889938,-45.82731586123163
santo antonio do jardim,-22.11653074509855,-46.68438695000455
paraju,-20.31783627900897,-40.80437946834825
delfinopolis,-20.35035338523297,-46.84705995918057
altamira,-3.206637741491794,-52.21607476388611
parati,-23.216823125628366,-44.70541153879029
socorro do piaui,-7.864519881973609,-42.50340914816357
são miguel das missões,-28.58616626152666,-54.53736361729992
novo horizonte do norte,-11.391035145244693,-57.321031068694104
custodia,-8.087696307429628,-37.64311451381839
são luís,-2.5279875752597953,-44.259255690253504
santa maria da vitória,-13.391762348524706,-44.201667561698116
pocone,-16.262177347532116,-56.63116579072111
santa terezinha do progresso,-26.601977999999946,-53.16834049999996
agua fria,-11.831734131665996,-38.75602759065029
eleutério,-22.329696772146256,-46.723269406548624
aurilandia,-16.6800504509085,-50.46526066427958
rosário da limeira,-20.979245207947578,-42.509860504489964
sao jose do cedro,-26.453798212959196,-53.50101775464635
alto feliz,-29.395218045466553,-51.30995912653725
francisco badaró,-17.001929188427745,-42.33888792140395
ivolandia,-16.609488768150555,-50.78955835817803
turvolandia,-21.875452162955224,-45.78894410997971
coronel macedo,-23.630610844696957,-49.31318912407182
dionísio,-19.83595033660871,-42.73822159146885
paraíba do sul,-22.16176530264332,-43.292386571738234
santa rosa do piaui,-6.798864702337331,-42.27322583637069
pedro osorio,-31.866840940356877,-52.82126592256708
jequitaí,-17.230246326483204,-44.439842192003155
santa maria de itabira,-19.41096916771877,-43.651694305007716
passira,-7.98068080703048,-35.581976980508955
ipiau,-14.13452035106397,-39.73635230713714
patrocinio,-18.94330910044579,-46.99077945803903
paraipaba,-3.436832300222165,-39.149632430369145
petrópolis,-22.478885298279668,-43.17354801079042
florida paulista,-21.614214552079506,-51.171648154311576
avai,-22.15765438080207,-49.33233161736277
zabele,-8.076670724552413,-37.097290594593396
aracaju,-10.941346378601743,-37.06727810860316
barretos,-20.559626185890156,-48.56778512061979
santa maria do tocantins,-8.775035643338592,-47.749392949300976
marechal cândido rondon,-24.55476107235186,-54.062650539802654
vitoria de santo antao,-8.11667409333787,-35.29514486848385
três palmeiras,-27.614182979735755,-52.84377790003709
sítio do quinto,-10.367055288637209,-38.20431954116825
apicum-acu,-1.5321989889383978,-45.07954687627498
paulo de faria,-20.031912284089135,-49.40546507066174
gurjao,-7.24642226336749,-36.487435710105615
marzagão,-17.98110938667054,-48.64489214493935
pirajui,-21.996745957039256,-49.45481907946647
marliéria,-19.715230893356228,-42.730024501859134
amelia rodrigues,-12.399008114779287,-38.75668208849201
licinio de almeida,-14.684610023322174,-42.506290298905604
vila sao francisco,-23.258223635207305,-47.307429999459416
campinas do piauí,-7.661366480036538,-41.88162294178604
paulínia,-22.762422810183274,-47.15842871108418
iomere,-27.00205876628175,-51.23992911793666
dom eliseu,-4.289137525194669,-47.568081009372996
bom sucesso de itararé,-24.318982780118134,-49.140622856776616
leopolis,-23.079095793370936,-50.74994010274174
lavras,-21.244711413159216,-44.99919552691306
umburatiba,-17.261703202767414,-40.59270094037251
paranaguá,-25.53598242469009,-48.534707931113964
brusque,-27.100857082718754,-48.91495449463356
iraí de minas,-18.984955202543755,-47.460890966930315
santa cruz da conceição,-22.13926453237525,-47.45460051749364
topazio,-21.78173269802345,-43.34156348996783
uibaí,-11.319987010767196,-42.136795454675976
caxingo,-3.42026003871809,-41.89405656910353
guaratingueta,-22.799994483754595,-45.19355251131394
são gotardo,-19.319961794491615,-46.04977403867124
itamarandiba,-17.860280171639673,-42.8619858709529
nipoa,-20.91288943527305,-49.778077555113
axixá do tocantins,-5.62026600570658,-47.77409789303798
coqueiro baixo,-29.18047999999994,-52.089344249999954
santo antonio do rio verde,-17.717598616440732,-47.48847626042054
cidade ocidental,-16.09668546571776,-47.9228136076309
itauçu,-16.200782239025227,-49.6091331679568
vermelho,-19.955069241247276,-43.943871774301655
santo antonio do aventureiro,-21.648230858296902,-42.88419738308463
santa cruz do timbo,-26.52900554582622,-50.34219683322825
são fidélis,-21.647190396596073,-41.754350699972356
pereiras,-23.074519567408956,-47.97535860552217
painel,-27.932878606968615,-50.099236377331664
pedra menina,-21.358676506270264,-46.150542635850535
sao jorge,-28.502204381495208,-51.70498151933311
paiçandu,-23.456294136714767,-52.04023173935847
jequiriçá,-13.25614343143046,-39.57175485737336
osvaldo kroeff,-28.976685770130608,-50.06326295388895
analandia,-22.12448307795461,-47.66233977037923
pirai do norte,-13.76819847980107,-39.37737019913643
sao sebastiao do uatuma,-2.5672933510834834,-57.87361521910396
conceição do mato dentro,-19.030459281478315,-43.424561026496804
belo campo,-15.03719803840138,-41.260553505046296
alto longa,-5.252364654310874,-42.20801055021926
vale de sao domingos,-15.288875251949037,-59.08627633246929
queimada nova,-8.58095724029666,-41.4188459833466
borborema,-21.620786398855515,-49.074917989060566
bela vista de minas,-19.828028726713097,-43.090625491720864
jaguarari,-10.26664004495713,-40.18982409755704
pitimbu,-7.490764881771025,-34.812920718377214
rio das ostras,-22.514026323926533,-41.93872244573006
major sales,-6.404363487834803,-38.32107375610817
tubarão,-28.481660844757457,-49.00941630719983
goianira,-16.51328325061693,-49.420950494453805
avelar,-22.327926993618426,-43.41168485928766
ibaté,-21.950867002990844,-48.00224458212273
formiga,-20.462535621768346,-45.43305899816512
amapa,2.0537900112566634,-50.792152054234904
santo anastacio,-21.976874342993515,-51.65259659485074
gongogi,-14.324173723619397,-39.466175284903066
cachoeira alegre,-21.23701663907592,-42.30685711653731
posto da mata,-17.886096396361634,-39.86146329930956
sao jose da laje,-9.007790543916041,-36.0572431396434
tambaú,-21.70880348565756,-47.27460777392253
carlos barbosa,-29.298071742278164,-51.50260091138184
santa margarida,-20.384203986230627,-42.25106439522343
riachao do bacamarte,-7.246221365916584,-35.668637121885254
marica,-22.92707074002949,-42.86608884961172
bom jesus do tocantins,-5.5580294475786225,-48.54307003980822
eldorado,-24.188480278789022,-50.90065003176856
penedo,-10.792819141146792,-36.899853959299314
pirambu,-10.738915617987436,-36.85682459718917
sao gabriel da cachoeira,0.16094808058407145,-66.87665591251007
jaraguari,-20.100770545040934,-54.43548223739682
alpercata,-18.978826415455085,-41.979683055880244
canguaretama,-6.386413628438627,-35.133344196983515
itanhem,-17.150377478641758,-40.33288034039005
bom jesus do sul,-26.194806599274045,-53.598674520490796
dois irmaos,-29.58771462187807,-51.091475330878396
timbé do sul,-28.832614405907172,-49.84414281436102
jauru,-15.339703372981825,-58.87232583331276
figueirão,-18.68035092533978,-53.63964786502274
apuarema,-13.856428388404744,-39.744409767080825
carius,-6.5370472496859575,-39.49660967561537
iporá,-16.43739054196207,-51.11461448768081
santa barbara do monte verde,-21.95797241185374,-43.70339656925417
sao jose dos pinhais,-25.53094627920346,-49.175290814529816
miraselva,-22.967149503983155,-51.48492042553884
carapicuíba,-23.54487333892464,-46.838708084114174
são leopoldo,-29.764369689989714,-51.14244157472261
terenos,-20.440202905332107,-54.86445992626629
laje do muriae,-21.209217813148204,-42.11936210072047
santa terezinha,-14.337198214069884,-44.98969633229844
centenario,-16.481397350539844,-49.20375562637031
luciara,-11.220695782312623,-50.66614796169693
chorrocho,-8.947945817737466,-39.07692245466618
pindoretama,-4.032750767689878,-38.30522161493666
camalaú,-7.89086686867335,-36.8260700712358
primeira cruz,-2.5112962416116322,-43.44091391773199
agua azul do norte,-6.804580607109001,-50.483919692024465
cristino castro,-8.815881483704462,-44.22078839756786
sao joao do caiua,-22.855635420487463,-52.33725608955439
jeremoabo,-9.953805521582451,-38.671436551420435
paulo jacinto,-9.368571801653818,-36.37146069359348
igaratinga,-19.95489936249545,-44.70769798991146
agronômica,-27.269075169963727,-49.70950363604792
colombo,-25.351423377485215,-49.18943188648116
pacotuba,-20.762729094305136,-41.271606233951005
irituia,-1.7738763644118318,-47.442142102046375
guarani das missoes,-28.143820674833975,-54.55900161306776
santa cruz de salinas,-16.088599288695637,-41.75165574229896
pavussu,-7.965022390763591,-43.22521927936038
tarauacá,-8.163256347608423,-70.7670163049383
campo erê,-26.393683213907387,-53.07915068665899
iraquara,-12.246594899548208,-41.60307066374758
acupe,-12.661775303973426,-38.751328908632885
flor da serra do sul,-26.255546274829275,-53.30574841050659
três marias,-18.20829348295865,-45.22926768041784
sabará,-19.879776556859756,-43.85360875849679
entre folhas,-19.624980498566174,-42.230217164314936
gramado dos loureiros,-27.441895840657565,-52.91480070999014
simolandia,-14.468128036739193,-46.48258241216399
mozarlândia,-14.750510663627713,-50.56338398069177
rosario do catete,-10.70297549999999,-37.035389249999994
sodrelia,-22.95583678132704,-49.53826089070136
ipaumirim,-6.7901614236933465,-38.71890820584664
cajueiro,-9.398762700999793,-36.14695694637472
maragogipe,-12.781836602100844,-38.91586725355918
acu,-5.5782561625611145,-36.91491532275635
jesuítas,-24.383214030262,-53.3879970399164
serrano do maranhao,-1.854240496904053,-45.11308306288699
nossa senhora de nazare,-4.630764481477347,-42.17959865696123
são francisco de assis do piauí,-8.191555962792325,-41.647130754448725
braunas,-19.053228638841134,-42.718129170680385
santa maria do herval,-29.494150859331633,-50.977311873851505
arroio trinta,-26.928511307806666,-51.335122525174846
angelica,-22.154693164845384,-53.778471882567615
gouvea,-18.49066291386253,-43.794447558868434
carambeí,-24.950620758562923,-50.11753495694063
catuipe,-28.252330990370716,-54.01363959851673
aparecida de monte alto,-21.59533285617727,-48.12446105412283
lagoa dos tres cantos,-28.56729060805894,-52.85889759083737
sao gabriel da palha,-19.017476968776062,-40.537020686569385
alagoinha,-8.0334872633233,-36.42359297910236
pium,-10.441796768345636,-49.17797610985666
resende costa,-20.9164457338286,-44.24196451981969
são miguel do passa quatro,-17.026721769084396,-48.67065365684286
nova esperanca do piria,-2.255025017249566,-46.957503219017504
altinho,-8.488189811112091,-36.06023398040498
serrolândia,-11.416451924346987,-40.29809542191505
vitória do jari,-0.9306991984464142,-52.41974488324299
rio do antônio,-14.412418213905935,-42.07710314224949
sao francisco de sales,-19.857317358536097,-49.77307431501121
agua limpa,-18.076322394559124,-48.76160432422693
içara,-28.716757354417734,-49.294340691088976
chapadao do lageado,-27.589140044912302,-49.54915653195186
nossa senhora de lourdes,-10.078082211566453,-37.05431618159144
pranchita,-26.018156944432977,-53.73951203257938
jaquirana,-28.883974422816035,-50.35783289190218
canapolis,-18.032105768182603,-48.587311121351895
cansancao,-10.669593426966527,-39.49763833288145
nova ipixuna,-4.9214714305945515,-49.07880708174833
mansidão,-10.718399606385155,-44.02817149178375
pirpirituba,-6.779830500449045,-35.49712702239184
garibaldi,-29.253901645512002,-51.52820815176131
ladário,-19.00924932790994,-57.6030145475996
morro agudo,-20.728283303255548,-48.05514852208202
são jerônimo da serra,-23.70974192641357,-50.760502302919136
ribeiraozinho,-16.488470592837437,-52.69968330939855
eneas marques,-25.9449990212408,-53.16165191289694
cipo,-11.100413846142965,-38.516514070456566
sorocaba,-23.485346151382053,-47.46445000569171
serranópolis do iguaçu,-25.39827475604023,-54.04518744609358
luisburgo,-20.439607604112577,-42.10392303953498
eldorado do sul,-30.015733809082764,-51.32857728642112
raposa,-2.446419828493479,-44.12537579283121
taquarivai,-23.926005079636678,-48.69816566201276
mantiqueira do palmital,-21.30260499999997,-43.72071999999997
viradouro,-20.86821386988414,-48.29333486279983
camocim de sao felix,-8.359472138121406,-35.76205628537855
jucuruçu,-16.829621941789974,-40.05078993104534
nova itarana,-13.026096176032567,-40.06706551865718
estrela da barra,-19.90515209124019,-50.72601204025671
são josé do turvo,-28.67494702493616,-49.36783488017424
campo alegre de goias,-17.63440177971588,-47.77658894586531
veredinha,-17.401380094377792,-42.73327629100619
salgado,-11.03412663984004,-37.47550291406109
xambre,-23.734338648509798,-53.488612865969046
abaré,-8.723652728356718,-39.11459425901205
cordilheira alta,-26.986388569060693,-52.60331776416496
itacurubi,-28.79777933352647,-55.23500393753767
ribeirão branco,-24.2275745195839,-48.80456724442288
bonfinopolis,-16.61169889827943,-48.96399857516921
reriutaba,-4.142405504800179,-40.58204225534575
conceicao do para,-19.7521537427374,-44.89661708542611
paulo frontin,-26.047812754242287,-50.81148910425043
iguaraçu,-23.26119658281734,-51.87388313288599
passos,-20.72238370195246,-46.608626104998265
lagoa nova,-6.095123665223916,-36.46851727046746
santana dos montes,-20.787873841819206,-43.68565091978631
nova alexandria,-22.69675680923058,-50.29123259595842
serra preta,-12.15644410658602,-39.437201919538694
luis correia,-2.8862625485705626,-41.65157177598589
avanhandava,-21.460710063924196,-49.94644521887572
rio maria,-7.313044233417594,-50.04723592996268
fazenda vilanova,-29.585779950785515,-51.829061985160564
itaú de minas,-20.745709427557642,-46.753670983523506
dores do indaia,-19.466674599128087,-45.600617505764866
são josé da coroa grande,-8.900759277935991,-35.15008704008905
sao jorge d'oeste,-25.703632523563115,-52.91909589612096
conceicao,-7.5571781110505105,-38.50636918995583
barra mansa,-22.541153347532752,-44.17169223773099
tomar do geru,-11.374591455564957,-37.84024090800674
pedreiras,-4.572865408732535,-44.59883125646942
florida,-23.088223660237784,-51.955043357091284
amorinópolis,-16.615396337069903,-51.09695599941002
gravatai,-29.93241205771402,-51.018460721423885
mairiporã,-23.325991606498615,-46.59506957478147
rincao,-21.586641432631417,-48.075171924169005
rio dos indios,-27.30519345806183,-52.842023145525545
passa três,-22.694933347454533,-44.00376663830365
itapui,-22.234566798838056,-48.721913197133404
manoel emídio,-8.01144243888453,-43.87267585829373
porto aelgre,-29.995817941427728,-51.12899047140634
são tomé,-17.68283053362973,-47.08326053227963
queimadas,-8.676701756651166,-37.254805521805494
são benedito das areias,-21.32139784808599,-47.02811225996563
andradas,-22.070471433538177,-46.57354819165932
vila nova de campos,-9.096035574520211,-40.17794905518488
bataypora,-22.2967443482998,-53.26957235046592
guarei,-23.370618479637304,-48.18277408504583
vicosa,-20.202277494811412,-42.572341477240464
santanopolis,-12.023499113381616,-38.86770239179169
aquidaban,-23.584743000000003,-51.90274349999999
severiano melo,-5.7873316627290015,-37.96391463750966
juranda,-24.419267773158033,-52.8454951753832
guaraciama,-17.013674555494077,-43.67085608027653
ingá,-7.288801682650114,-35.60326678003358
inúbia paulista,-21.770737836938373,-50.96352446777719
abaeté,-19.15638951920697,-45.44643294595806
sao bartolomeu,-20.309997638300644,-43.57792426594773
mambai,-14.494876769301843,-46.111407677749234
presidente dutra,-6.079238634003734,-44.16375633132363
sao sebastiao do rio preto,-19.292562212643787,-43.17506450582349
senador canedo,-16.688905204978578,-49.118829378481784
urania,-20.246753391237686,-50.644717421675026
uniao paulista,-20.888005829497892,-49.89523404714206
divina pastora,-10.678984810637921,-37.15045402325912
bom princípio,-29.486434466950357,-51.35946621670379
cezarina,-16.979258470150114,-49.77081598750628
matias barbosa,-21.86948534272242,-43.31977116023607
imbaú,-24.44787769029816,-50.756045247961794
manfrinopolis,-26.14422230537972,-53.30975982980494
flora rica,-21.67684997043302,-51.38098148948543
fontoura xavier,-28.982392689696937,-52.35025217861467
itabuna,-14.795188363790587,-39.276486843174055
itabira,-19.63421624466151,-43.223596512261906
orindiuva,-20.18530225220717,-49.35310547212726
ribeirão cascalheira,-12.936948911154929,-51.82512882448816
lauro müller,-28.389623170098684,-49.40672095599938
nova santa helena,-10.869665820764599,-55.12934713556868
maranguape,-3.8907289315508886,-38.67899202778763
três barras do paraná,-25.4224618247145,-53.18555910244217
lençóis,-12.562968757163679,-41.39021891418162
jaboticabal,-21.25682722367095,-48.320153673419526
são joão do ivaí,-23.99209972161412,-51.817984248752936
encantado d'oeste,-24.41829108904158,-53.65571595002756
são josé do vale do rio preto,-22.165840382564134,-42.94448582335444
curiuva,-24.038067741922745,-50.45731098792352
itapuranga,-15.560605178412752,-49.94714060919715
bacuri,-1.7280569130405292,-45.14182897643021
borda da mata,-22.262584130235286,-46.1711239405763
espigao do oeste,-11.530349608000098,-61.01603782290186
camocim,-2.9042495798412467,-40.84632530300268
cruzes,-8.656256246884105,-36.09963061646461
jandaia do sul,-23.602235086238952,-51.64407248379439
divisópolis,-15.720505759538783,-41.00440606245626
caibate,-28.289767690261236,-54.63981435214152
santos dumont,-21.45983118613779,-43.552261428745815
bom principio do piaui,-3.1890945489413034,-41.64084687872294
agudos do sul,-25.987456386623908,-49.334836277897196
socavao,-24.771485959275367,-49.70829122034072
imigrante,-29.345230455593608,-51.76658692040368
ocauçu,-22.440424354998623,-49.92237574516607
vicencia,-7.6574956697524215,-35.3213061002815
peri mirim,-2.5778026730853143,-44.85721804208877
americano do brasil,-16.253588223288027,-49.98156896584807
pendencias,-5.258891212590213,-36.718582933714444
várzea paulista,-23.21275517280765,-46.83278810289289
cajazeiras,-6.887745156328405,-38.558942508879
nazare da mata,-7.743176197611329,-35.22710767609137
caicara,-17.45028331173394,-45.525713764426875
poxim,-10.055580467691437,-36.05262131421984
jamaica,-24.228585747957283,-46.883412703037685
paranhos,-23.89231795013558,-55.42947870233529
sao jose do alegre,-22.328486345492603,-45.526728782122035
ilópolis,-28.927297516575198,-52.1261703961011
capinzal,-27.351864119163917,-51.60580689056575
ibiracatu,-15.658948927022415,-44.15802205204321
propria,-10.21437218959255,-36.83565714874934
sao joaquim,-28.289032675164798,-49.93409960198636
sousania,-16.869901333564314,-49.855601858840714
novo horizonte do sul,-22.654916946582446,-53.85771182540025
taio,-27.11859383973755,-49.99850711748597
quatá,-22.247922304888416,-50.70005192189756
quilombo,-26.854244882962522,-52.711657321629005
santana do sao francisco,-10.274681241917467,-36.619664218647245
baturité,-4.330360492817438,-38.87569610628801
guarabira,-6.852092560629193,-35.490921511694495
mathias lobato,-18.580360203971658,-41.9190881764738
terezópolis de goiás,-16.481386122202828,-49.095385438019875
meruoca,-3.5442551190135156,-40.46178684697543
santo antonio do aracangua,-21.115087509213318,-50.175882402370995
santa terezinha de goiás,-14.436518068127473,-49.7093870490916
sao goncalo do rio abaixo,-19.832444177174743,-43.45364077508198
itapiuna,-4.561286437749432,-38.92070162776486
dorandia,-22.527073599006737,-43.84731754615151
virgínia,-22.331926667149514,-45.09342203556929
umbuzeiro,-7.695612971891799,-35.6652128785068
aracoiaba,-7.172421936626431,-35.75775202569452
monte verde paulista,-23.162801700950588,-47.16776020226093
capao do leao,-31.767720904441934,-52.4632155591324
rio do meio,-12.9802848687172,-38.43565483389116
sericita,-20.47367249670887,-42.48349775921559
itutinga,-21.297685556078413,-44.657642494807234
acarape,-4.224106437897478,-38.70598562793475
guatapara,-21.49821594089637,-48.03138356236565
benedito novo,-26.78186783336413,-49.37771997679967
são sebastião do paraíso,-20.91505202542867,-46.98486559845375
coronel jose dias,-8.826232629471455,-42.47976066059053
ouvidor,-18.232893885782634,-47.83426376593868
itatiba do sul,-27.38373094718698,-52.456131669576145
dores do turvo,-20.976452460250037,-43.1886330205809
aliança do tocantins,-11.30718067563804,-48.93751542705336
macedônia,-20.144765428367997,-50.19578090422146
são gabriel,-29.522570410862755,-53.79795602439924
ponto belo,-18.129889045356208,-40.53833069801776
santa branca,-23.39928048418672,-45.88538560664444
lavras mg,-21.242778862340565,-45.00344983902704
angelândia,-17.72918272096108,-42.26919778724728
alvorada do oeste,-11.33501778449655,-62.276737115089645
botupora,-13.379137938870217,-42.52226591103273
remigio,-6.964801685791743,-35.79411737085291
serra dos aimorés,-17.78624836199139,-40.2450098502105
dirceu arcoverde,-9.341008978542066,-42.43672273874952
tufilândia,-3.702622499999999,-45.50968125
america dourada,-11.455347065179408,-41.45792194795551
ivatuba,-23.611764662591796,-52.2067351672597
igarapé,-20.066170071507866,-44.306553213495555
cacaulandia,-10.338008379947562,-62.90938921854367
vista gaúcha,-27.28923177839418,-53.700619743189336
bernardino de campos,-23.015535401221015,-49.477434499633155
santa barbara do para,-1.231835637406864,-48.28934576325983
santa cruz da baixa verde,-7.82038992454588,-38.1533835094943
japora,-23.89238245106294,-54.407878857348955
apiacas,-9.559467343178106,-57.39235920586493
morro cabeca no tempo,-9.723577691593135,-43.89949268617841
guaicui,-19.86403176919016,-43.90641396167352
aloandia,-17.730768613653673,-49.47671511205563
glaucilandia,-16.850553853243937,-43.69726387355158
pirapetinga,-21.661382378379866,-42.34969318551899
papanduva,-26.40493104975987,-50.1457709126807
montanhas,-6.4885010935799885,-35.28736471075276
